"V1","V2","V3","V4","V5","V6","V7","V8","V9"
697.815056890249,748.305259458721,114.996597939171,326.150796748698,474.745371681638,811.912051471882,796.071675419807,614.167331997305,888.783445395529
700.05075847108,698.97774989144,109.252086053028,320.452904643915,469.696528902314,811.643944677503,824.081602098238,620.006808120715,889.403200548778
707.194232322974,717.876844554077,108.084694463934,332.401556218694,474.587713103108,811.5266808117,830.939740962398,631.899209536591,882.381672975263
700.936892341882,849.46319499396,127.405084812125,336.58035105007,495.291916151552,815.031714910567,827.912535014543,619.208302489256,884.709420327743
705.04509943609,857.888094963237,130.753780715631,322.946429447873,497.586859613851,823.274994306343,830.299649098455,608.843135865962,919.438307631958
714.920249371851,896.099207828509,137.183014201619,331.285254953708,507.612630746103,828.469202517794,842.552037878202,598.578200527428,940.994819956909
692.287471464717,956.992013238889,148.778837316835,325.994414501314,512.687598844576,822.989665839127,850.921825104038,598.441642209476,914.681946158678
691.128819433908,988.653514563101,159.448396203508,339.239264797567,523.58393795401,850.453454342784,852.692824134781,589.641598532544,919.736322186336
697.568137252421,966.29293100568,166.937567467566,345.477840785926,521.603585531724,832.359682464963,829.872641404539,577.880434267863,906.553529349162
697.471196948023,967.531517217007,163.41603407371,340.330195830047,518.078167307649,833.424136313978,837.612670690707,578.45737338205,878.611487296129
698.973194584073,1118.90180183111,164.231718142549,352.135429934687,528.351540432611,828.948750886003,810.794396059037,568.35629192349,891.970925813222
699.006848419102,1038.86177108268,155.161689608236,358.462538626554,525.243565041696,839.34192223048,808.379298145362,589.957877544937,904.565630950122
702.675053064426,1086.9862380319,158.251450018279,377.182142896473,535.889225655531,822.575969354428,830.758976887276,608.069352194574,904.591135233297
697.209485526419,1103.30235565227,151.43559671034,390.005527319104,536.533872238459,830.443575544777,821.409213962247,625.302021877946,890.853305585515
721.056595171937,1129.47749613053,144.500419756616,377.519635806407,534.399960489868,839.888332953719,805.552741184098,619.469112637376,895.596303222711
711.419960345127,1150.48124412336,153.801955998601,364.635635599329,536.543028354055,832.176089761586,811.735159647764,614.010484934794,901.800713639246
710.153390381045,1067.05480086492,157.365929714982,354.580784118257,533.105255620347,831.467496390351,822.256130581319,611.115679510577,919.876578409786
708.986170503599,1025.50705462813,153.887871698554,353.415927556547,529.278152527662,815.765223732441,830.554195967756,623.244628453946,917.560516866661
723.266592455413,1125.28331367248,156.056719266591,346.794255101939,536.449769195208,837.180446011735,809.873573041544,621.087031006368,915.463289409111
700.321440411991,1166.18305258999,162.183750572711,356.527155744785,540.478198934226,836.597961674654,830.818073184958,605.020158075861,905.237509575672
727.582666756048,1209.37615222619,159.959444089956,346.214152955686,548.864692770594,875.323878931567,832.643913727637,607.743976255246,939.474732135711
729.300206248647,1262.70955564941,154.636705852148,349.801174831437,547.348489605024,870.365325228285,827.710560234126,613.977969074622,897.843763880427
723.745711125243,1300.46278229942,153.81881581343,353.89678587252,547.343985936048,889.423783752082,806.163200673809,598.527552085913,898.32173112766
728.023125869925,1277.85102154531,148.67283815534,354.504383400692,547.539006623611,899.764365426503,825.087474674425,610.875695528954,889.638728018933
721.267151897478,1281.89187065455,146.63884970001,340.779707683009,541.149427666268,923.05699318179,798.907528068171,614.156485263526,859.06049250313
735.95782136942,1290.63862517872,145.867773037079,334.81930055537,540.692464750276,918.102496115059,806.758977446137,613.837576597089,846.05537789379
723.183026627527,1319.3553243105,142.422530721359,337.987390030644,535.365771818682,906.578827387543,778.942684484394,616.738774474639,823.005748651857
730.636762116001,1392.88480353102,140.677473877795,358.787309203978,541.247823571637,894.052797085036,775.573478004847,618.614537215974,812.85850909326
734.929957270002,1427.16134431081,141.025185909513,353.332622803906,539.996545378722,888.37732327171,759.213028934197,614.214843379923,811.482569429225
767.390252578698,1343.27313584155,142.257465926711,323.225210069108,533.661424859637,909.97192222101,747.738795613069,618.247389337371,796.445401462419
751.967838609721,1441.00153699957,154.828613816293,314.064554815243,538.371122869866,893.763743043457,756.32995941757,608.061426225996,781.086352157218
745.451686055806,1415.70437158797,163.554839524584,308.85355292206,537.745372025848,898.712294729016,747.149102259144,591.448674842498,789.738188149476
716.381089362922,1359.62150401637,163.43248640669,309.692408453811,528.957756269909,882.678003086982,734.103582945459,581.628774759095,788.013682135133
705.813502303317,1361.27990661461,160.678800214823,326.741906104403,531.96853624721,887.811586323554,737.911401294455,585.618191425256,790.378474324785
695.761777595164,1429.71878864158,161.46640180256,309.579019101796,530.985148689242,913.320824663823,725.283553883927,591.137274356249,771.21874478148
694.787001164484,1494.61146026795,155.493636270742,303.88990504772,528.456297231468,898.97314806051,710.946112133656,596.873023369597,770.489385507933
698.447174058678,1625.95443273817,144.568087098076,278.579997510752,524.341760110305,885.550445367127,699.920744859979,600.950558725265,787.227798767652
677.558134119661,1674.13341687488,142.734774127751,272.282188345313,519.741983262029,902.011003145511,691.996043342311,594.219651175417,763.075426768832
678.951014258324,1693.39719991187,130.452686214404,273.719154702793,512.972789284228,888.617632904668,680.115366489109,591.278708698577,763.061337669494
682.201118652413,1708.3364540855,132.08812169042,264.755867227255,511.105221864475,881.252611083702,674.39902460639,585.141255470577,766.532018821959
689.966501904176,1739.67925564441,137.860140657674,271.063872680041,513.769830494209,888.200417512833,656.83472498982,572.187701377683,754.843513311737
677.615825280573,1690.32023827386,134.990639853869,263.761940056317,507.725431521232,874.946746230146,649.772104821559,570.934908387649,775.806304061573
665.131607494934,1733.54367162556,123.519417903185,269.42825136432,512.169003112347,902.890138137242,674.22698958445,584.36369940074,801.616699754674
659.401806889512,1826.31479268321,118.028542961826,237.12017396229,502.653928422613,911.013894255054,677.848224860815,576.35363810081,777.713397031717
636.689455103802,1814.23467211572,122.509049945455,247.207237189053,504.834004412077,894.369373178442,687.559067962369,563.478830765296,794.463033676802
641.773061288342,1727.9454333787,118.950673321529,244.087997472795,499.502482004161,904.760519049953,706.548070089241,539.612645168629,794.361961849626
625.725348878898,1711.69850762078,118.668638181843,235.414813872486,494.222122839998,891.036562266996,728.49177910386,524.385822956632,794.418293629401
609.076468548325,1730.48441474692,121.29293360874,246.057630094419,499.831259617128,899.997739561319,723.593512565955,514.188482946618,838.284111201307
618.842318026573,1642.05609822487,116.587847421628,243.678296019183,496.527296114378,868.411116982294,746.490231546711,523.666150498707,851.417597298048
629.495079625724,1640.19149617109,116.759149604314,245.935515946469,497.437213121665,862.854354607722,733.9032349194,532.998406390852,845.703676103841
625.533173793502,1648.90274424585,118.842693492187,250.981829783888,501.019567324837,857.376194972351,751.431102199397,527.569058212526,856.599901263976
610.891213192396,1704.16346832165,127.590480728961,248.590736042437,505.05627464254,863.629112189711,752.17383741993,521.135904498258,851.615089528871
603.962792851898,1561.11576824885,129.58088675967,259.808245495236,504.413120292658,876.77064915498,767.725944227684,507.29504149249,864.419958924523
622.272635820612,1587.77235782445,130.319690638519,259.930399987677,505.62355282716,863.654363123821,757.686373758953,503.229703801462,865.876371784309
617.0968015606,1556.86915929431,138.937223126638,273.038243606856,510.377819751465,868.074420398823,775.439865667899,480.35112730019,868.788466517524
618.898284519727,1648.59210753786,128.819382208496,278.667391650413,514.062986439962,862.494664601137,794.767342394437,493.593205507285,870.588225899992
608.351368244265,1664.14953126798,132.200187142322,290.61306303939,519.119525246646,844.148030807487,806.057670213105,503.312586449672,874.557251034635
610.233808932517,1680.15907900879,145.024321776507,277.57759159404,520.720713233553,845.345141759346,796.490928000765,491.322906750949,869.382038590972
604.701020137584,1625.73634095536,158.44110997549,268.328192334435,521.098151663831,855.254605383498,795.936929034461,482.546697266773,864.948331186556
584.309165738973,1592.39799769269,171.185378357665,278.620737839044,529.236274936131,864.507257715349,816.063398939797,489.189034494284,874.033039564447
579.997272056847,1674.3965585215,180.570780922345,281.769124099323,534.640235717087,861.905475478216,792.696357736491,481.69131063085,890.130138977737
596.677941816898,1654.25167672342,182.322763990498,265.983422884905,536.031442488268,878.974444523208,815.54210073208,484.240321352359,887.008914911139
604.787274677402,1601.97190650241,180.898534945051,275.192606469534,536.574337440294,838.538310143925,831.05712472991,486.233968367854,906.670227686749
593.339899900047,1591.79818999755,175.255853842373,277.498590965043,531.924662324916,851.161663297476,820.468931589064,473.282579899043,909.472362764022
585.474761082684,1614.02158320518,174.188089613414,244.429897888373,525.962681597611,831.365235475094,841.696002141012,486.547335545053,913.334672949829
589.936299982895,1624.572480981,176.466931046225,243.477122922771,527.271859189092,824.870846936645,825.037151226347,497.663699049504,914.54669702338
594.293625561076,1595.02057867116,181.211372248521,230.635071693047,524.670682429362,837.937116728804,854.725068825517,470.423139075528,914.647031838921
586.742727366398,1643.87575086199,177.240468492496,232.138765731338,525.21438888289,838.330708469453,839.285306567354,472.831019498621,931.325779074825
563.972161774474,1751.35584758036,170.544415991499,244.086325154839,526.602363404366,849.696063557439,825.952130230352,468.533363400295,924.153024646117
557.875645527727,1848.36276383628,167.575265415801,247.352111135976,528.455386586777,864.750350255875,818.177612514002,471.644833176049,898.882836170717
543.505988051094,1859.89136366852,167.812011265596,249.993280441773,525.530571027658,822.327515807722,816.492006291219,477.287315184498,900.957058651958
535.737120744022,1785.24489666795,174.332927446888,239.657401504643,518.586409407528,814.170609768273,810.845244549083,468.954925978684,887.892298723567
539.963832893125,1692.00150994546,181.639061213647,232.881445547284,514.849753857816,811.224408911883,801.985713994631,465.297223988877,883.813183023636
563.672416863031,1771.50451513119,191.948174869463,228.84831722352,520.367939485132,787.042110938207,789.909602775362,472.774252108443,869.85732822177
535.351181422467,1807.04250715237,197.929606400627,235.548247454253,518.075098374078,770.598007613637,770.949137284542,476.351713687317,845.349266053636
518.604912788364,1739.09511362466,208.532021710508,245.7841469689,518.535748151947,764.948773719746,749.275990058978,488.77206520408,835.494786305321
507.891851312845,1706.94616661587,207.859414618758,256.386297171094,517.807802273189,771.495008923634,729.08869645973,494.52966372532,830.988999029178
515.675599653849,1733.18026399899,215.9267427977,238.076948342595,517.038341836575,781.829385291059,727.111245523141,493.094502056606,816.229063649459
517.036217122436,1676.71880226012,221.75400303678,224.911563177733,515.505182197283,760.30938719265,762.700870786341,490.446676274194,831.309837293796
513.99593139404,1649.23784383439,233.008920525067,222.27991945019,513.849942775021,752.336989630479,739.530005728931,485.75319842788,837.931183930574
497.495077991951,1571.18256539683,223.418114133568,200.095887941367,494.28520664761,732.190764357097,726.74410697411,476.017469690025,821.093464909122
502.312153576845,1473.09029852701,220.976352896465,214.163056509533,498.063309556017,723.284515716378,747.034525781118,487.801582326034,832.599919267018
492.78057793322,1424.82643049395,235.732035123953,225.617544806104,501.691339972388,736.055399638706,741.216325829616,469.779682804209,846.612750487109
490.559647416525,1457.15542262632,243.120239564907,239.875499907934,507.126088163857,732.199128816817,750.94621586409,465.251489035642,826.035280616845
480.891259056978,1423.89200793415,240.68924698608,234.261408079231,502.434356939281,735.802373512231,719.025630699994,481.70462919794,829.462548714186
494.296671844259,1468.51798890213,258.310658124514,247.274598572895,516.048484910665,763.55843676813,710.874637192197,481.097840109718,832.50263549162
474.094806780992,1399.06775689293,255.562620782601,263.063310754069,511.9078828945,745.84548781898,733.803694045533,463.000538273173,831.937147127837
469.496957668382,1387.43552501592,252.382604525238,274.387701824887,510.659216298304,732.303264101224,735.036381139143,467.117229283346,811.537412221866
454.630607311897,1424.37503609475,242.448262331747,268.06018982076,502.860395709421,725.063022213655,730.539517263642,466.8411919051,780.603285482196
458.832812488805,1462.42533781247,237.742823702093,259.891690527209,502.259368868041,718.329730131207,735.290574565975,476.052887874308,770.777944209325
458.72467139933,1534.5572945841,232.7173179684,254.140087764122,502.351914332687,705.169384932926,721.077386887426,482.537835373435,785.949845237186
461.334432457297,1552.86884521043,234.281776364134,257.222442519937,501.338688174883,693.671742253184,718.211746267739,483.903049878738,758.316521215492
464.948865507527,1515.62021870516,232.487157750295,245.949356362142,495.840314923186,679.439083711017,724.019099545893,469.606281683145,774.905592031962
470.09833944312,1486.85363139176,240.980425177324,241.308778931755,492.120074213036,678.059107279725,702.003576620263,463.456482616814,756.115227360107
468.322074398706,1455.37608949913,248.479320629394,249.115480031554,498.391075785786,694.301232217568,712.43739154098,463.11057701965,775.283898783937
482.406123506844,1396.18648187661,257.393086686513,251.146507232025,499.661219432522,678.139772036243,705.836188165991,455.306553141799,803.467147042964
476.367568706314,1326.62861749246,256.721661031479,257.182130961735,501.53073102296,683.285149313521,714.857579219121,466.168244522664,824.85689813985
472.59746041473,1380.42728244408,248.200119636716,269.829573727994,503.220430736026,710.281647472688,703.778626334922,449.998558677418,815.787924133842
459.931697313615,1392.6513740654,253.247857360777,270.0105721291,505.198568846863,690.699141910669,720.300376568102,441.398079771568,857.875273493102
446.016989157494,1481.76816293443,242.932297719798,272.686986240954,500.217124284952,658.275951942774,703.161037503818,435.022981397978,860.775929765168
452.825325186062,1447.90687455644,251.987185828081,284.300524778713,501.395786896378,672.313908751115,674.431124543478,438.969225573584,823.79406551391
456.44998963611,1461.15897936399,260.269981884973,301.97213293062,504.257467449167,672.555812567842,659.135973248445,433.446249883666,797.741292160611
420.267184945665,1436.0508476822,255.512784431451,283.454082918258,494.853535579799,686.38930457945,650.00224322821,449.247594943191,784.735137691001
426.015946348768,1306.70795556422,260.531192289389,283.979590449346,492.818074605925,667.516687985301,649.863260392544,472.427766321959,783.244641951279
445.091888496063,1252.12992726316,258.690649932472,288.404789257006,492.731534395336,649.93250479673,650.781789558492,472.760903939988,792.088338303029
419.243917562066,1336.90008827791,264.337168264146,273.716046280934,493.096808797235,665.093950938812,633.342079407645,483.736389620207,796.572754661855
431.518010727183,1263.04202630398,263.384323111181,265.996918997963,492.423664011598,673.947098173087,638.552262106635,490.222665292521,806.057942048993
429.568670188491,1280.75567446831,265.515824241742,285.735956061355,496.866333199921,675.155528231441,646.506334723118,480.262034651266,795.126007784093
459.936710099782,1359.16121682036,272.981009121608,289.683959507568,512.238798689982,712.594908067131,644.563205329568,480.095306470375,812.273105852045
455.520408060581,1301.49598389987,292.241351454903,303.894922612918,518.911597617374,699.654572082344,656.746151940592,494.373617546986,817.267224078499
472.556612531123,1297.41840299337,301.874801289847,309.284224641742,522.875302879825,705.241156675483,646.830800642057,490.70963374933,809.640252648992
482.033596934558,1307.77863204202,294.319610598152,312.01725627022,526.024146700258,713.695942485237,630.638048417803,498.558816423326,836.664604528584
483.261834899383,1429.64817920929,304.757109341022,318.305533610999,539.56300148186,736.610525485125,647.832974900588,507.093179304703,818.308827384424
472.003536316712,1508.76611893459,308.913121451875,321.380904715093,541.626902281482,739.973216468344,631.994594997035,512.850246734862,805.042373908698
457.334676934557,1506.17710829999,295.016468355641,316.559798255925,535.012597869386,736.045196008533,613.579796692127,526.027059393601,808.132091863131
469.219198268833,1533.07485857873,295.721617392092,312.702190841273,533.616559708087,737.815770421715,594.984582520557,522.593475622127,791.56875914263
475.59684782227,1538.25910421635,298.376526041665,306.030403369107,534.505450507882,737.398314664354,587.816620221349,527.208130572831,801.458330487015
476.571467507485,1475.51466843412,293.833393995851,306.230520898122,527.204660080587,727.290446446429,578.53843403507,528.963905276374,777.576349408855
463.71161660506,1492.88222751169,288.46517263916,316.365704314964,527.485618648021,736.708415858896,580.708777791646,521.73385909801,778.834067438422
458.174022494127,1451.96483541266,283.21390888235,315.030554897805,520.041739472641,718.897278880336,579.343756947849,515.387991852468,769.152298102751
461.001922637021,1521.41058361249,267.237837244891,345.631140950658,522.761311818842,698.48260459292,571.158119400815,515.35611300515,761.228590997898
463.85391475619,1476.19038945398,274.02797288431,364.963782329421,524.2504194065,708.549320088572,538.436765543353,515.716555157881,766.678445154597
460.703651813998,1459.4483759555,270.537166840937,370.21507099815,520.001001226316,702.712437864857,518.883781118554,529.742503075767,742.905836333107
463.480784986453,1395.23361463677,259.910108572037,372.756924277483,515.09428251174,692.94555504383,515.368969887108,537.776543232169,743.207166631087
465.068210225293,1331.91599704628,239.130144792677,370.953381517595,507.127416650495,680.042045426466,517.182037573056,536.239722030577,758.793577182136
477.165226519975,1237.52421588217,244.794861918913,379.637010990274,508.722994302064,691.060381347497,519.722456090652,533.462584887464,764.101322410861
477.131825876672,1298.26469005586,242.806330549728,390.029146595817,510.705235331919,695.160606595048,521.48117223275,517.15751467735,751.99533553807
474.348530366624,1283.41883919152,233.801284267651,402.155437561546,511.838057822482,706.610260839224,516.070864530416,520.4631847452,773.444323613161
486.974619653418,1300.40919361295,223.808461142879,422.534075812341,512.786239385854,687.933170931445,524.065736867262,528.45369690572,744.531816446232
487.454981067063,1315.39319369276,220.179147411752,424.727726041708,516.197123767367,710.943342752973,529.185370164935,529.68572293552,749.133172124118
482.685996336109,1245.51627909141,221.575262221889,414.548548364213,512.746674338071,714.119071648277,549.999939612453,533.20140117112,731.617751970726
481.374075348034,1265.71186263339,234.68966956088,408.505531244463,514.960999711976,710.705458264656,555.791148787862,530.693634097542,713.61696206341
482.106272574631,1273.5892546979,231.43499782059,414.667140884026,510.283030000373,698.590975327853,530.03046356398,526.305402750424,706.502987673999
466.454211403293,1336.67360411335,232.944966682657,421.399150181819,511.319610302413,719.951105962352,523.61498800037,524.580395941594,679.112405780793
473.769655833997,1325.74324921513,241.986652278113,426.272464680722,515.112017830585,724.771863989186,518.403691129229,520.412104297599,687.704979620006
459.444050228808,1269.16773857798,243.014416730577,432.133546022592,514.23554448032,737.251695173533,512.404018269373,541.057568263739,684.944594543476
470.384354846557,1329.5787320202,245.863784417559,425.902809211781,520.232127910468,745.94368811223,521.581495539209,546.797735046594,674.165121582126
467.683622394883,1452.66237218368,244.196764367619,428.293462815376,526.759510186321,728.766492972952,537.360649791367,549.785848997736,675.528217600618
465.50199166064,1462.30352293879,243.227009563899,407.945650246993,524.383958512436,728.853824528558,554.226828505297,534.755270661286,681.785102144244
473.823936582983,1480.22249044087,235.43645097968,387.11859549743,521.535772677308,732.785832801877,564.736068547816,523.095865091636,686.521313051911
465.707022921509,1461.12763059865,236.471209127355,386.590893673312,518.718023659537,702.803345024786,586.033561228078,520.107819503029,681.5042849058
454.932187164159,1450.1565680901,233.053088989245,384.97204727391,516.475605998965,720.962793993833,568.286873305709,519.534844953596,695.304136520203
454.016526442411,1505.90278598452,246.496089827105,384.826742956313,518.448796049598,696.64577361894,557.188734079274,520.452451511141,687.184299626723
441.748341710656,1557.64336386295,237.42595577432,379.358038989072,513.859392891702,686.871967178295,546.738605216994,526.397891754331,683.208160432173
439.797383555359,1491.15478349319,228.770227109844,378.787185327579,510.542937440338,661.942359004059,582.100025369302,523.814749738393,690.009927540716
461.289359799003,1538.06204308077,217.639309312981,382.802662375399,513.119645609742,653.319513567309,592.275978236168,522.7938888074,686.973647468651
456.844810839749,1630.51375741076,212.12973775666,375.135135323879,513.877536946876,664.048074960158,589.868554981501,511.94554644649,697.33386798206
470.305028875361,1675.11815757938,219.486768078623,371.422972343255,516.730664992856,669.153914196381,574.119162146092,513.924337651454,681.962670746038
468.212312479042,1588.24505526733,214.803666952075,361.003341833601,510.232043517905,655.922303935529,581.283106032628,516.850812744978,686.525154263739
465.887584909374,1588.68504251384,213.292734883804,374.044263784271,514.635675827577,664.963907808549,602.244893807013,522.119458899054,675.955152021344
448.29743368089,1644.16923896653,211.596716827161,392.065640257497,514.544507931398,659.233741758806,601.243803789402,507.10759313905,676.102182069077
424.871037467671,1639.38601366541,209.319851739296,398.275638723219,508.428410570159,679.732574943185,599.986551572802,496.919217363458,639.648543768547
429.075646009925,1673.23542829708,196.105416850242,391.407971533726,505.580048557911,692.337634816194,569.091699352992,507.850979991515,649.858031931403
441.959946470044,1616.67298724424,198.857583801643,380.070604696214,498.062466947854,667.566246284498,547.050702927163,515.086572663655,623.87405031978
425.495213630536,1562.78145300167,206.033077456735,390.118218277737,492.819382268137,663.669669426897,539.046199386916,505.245554874745,601.057693479245
420.097671016672,1491.04880489176,213.716272042465,396.760090920974,497.614195166204,697.182131903029,526.999283567117,498.196878021104,641.874484132169
432.586137979139,1468.52820946476,214.363217922747,384.60886371322,498.416239623863,700.713911167497,549.9229263573,480.427401275268,650.201477400939
440.945845421435,1518.78352066983,204.964942261874,376.897965001846,498.699361665984,683.163611259055,584.371073778073,481.202196619719,634.389292847011
457.491749895036,1529.35530311103,205.007463759202,363.720752233368,498.255031459664,685.94156280309,575.776670112708,481.304607973988,630.310559108178
460.660631235098,1510.2236651325,211.271906823137,382.547544296469,505.039375153374,682.177954975145,622.398401884646,469.808295341594,618.079016505642
483.982850715591,1595.44874311482,210.29776521618,388.661582522624,511.955248929067,685.919079112498,639.367073367401,458.088683770547,607.767285025666
492.00080964366,1605.27657437593,200.66453483017,383.793660019064,507.474348490759,678.145647540339,638.221097006486,443.710001094672,613.905334582
492.143860499799,1497.17566485547,190.463059997753,397.468652589097,499.10426911626,701.906465365831,635.139825400602,419.122213790048,598.872541041183
503.770527053278,1475.98307289307,180.940671772626,411.670461538423,498.699290599951,706.534404587908,620.211668364056,418.486486145426,608.89271787514
505.356669819604,1526.17853855846,173.344693520231,411.835327381311,500.166831104811,711.584327626128,625.683483864181,414.827579849957,621.52020148538
507.044215034502,1543.15531079126,164.674585482524,404.284210889193,498.985976488573,709.752354407243,642.241036716916,414.880153201089,628.348269303702
492.493340197098,1439.05889621148,153.849428312012,402.251383872068,486.709919135876,691.887751188101,631.765777640672,413.025909596791,638.435226386708
505.093271384966,1526.56652399774,150.393019544532,394.436524614563,489.363004322622,699.049212108111,608.191664255082,413.458304353222,654.413158006625
498.863953655338,1574.84485537678,140.541533715178,392.821375999176,486.026590273854,715.318959407943,608.419232219044,409.439949860804,642.525723579424
478.197582484416,1630.87122720227,133.997729663646,388.136987170899,479.527516275596,694.088830670334,609.516732502149,406.393247157532,637.821890644974
477.573713068776,1604.0185679081,133.67091906538,373.276740318852,477.609714937327,693.406658405041,601.149348372693,407.915133090692,661.718452474794
478.17528806998,1621.00732902077,132.447202681285,361.27231610387,475.232137539303,676.740293534529,635.297994654359,382.828701503786,673.872685827613
470.180650552897,1586.83768718438,130.036498985408,349.295358949836,465.357745677779,645.533764459457,647.817470685896,379.327289695032,645.893564471617
470.260284446617,1609.16773730246,119.214249658656,347.530680196269,466.856253021609,660.734629868684,670.812197146077,387.816815946539,657.760207207868
448.189068396102,1679.44185194887,111.804858171133,362.50605642906,465.288825719132,650.078102529707,656.534745170132,396.666088497111,664.376435115217
437.276938892708,1647.47269321691,117.927029810077,376.70764202181,467.919313336543,646.343899252718,663.021432897403,397.240485377486,657.129783216601
417.646290562831,1537.3009489729,118.049535811438,386.016582928597,462.500158282699,629.51861573043,656.932878722525,414.516268722373,647.331920606978
416.707180965755,1565.62310069959,127.341843072748,383.907785982686,470.108154141667,654.806927507474,619.915006884441,427.940305538811,664.13957077461
395.563011947403,1507.50424104195,135.077446164671,372.929462958864,462.699516666983,633.170719739237,580.124695079272,432.518178962612,674.877624528793
402.398335984135,1526.64587095386,149.084615062964,359.325581016199,461.760644929808,625.13657408546,553.51061628812,432.345833950835,638.119956885755
403.018766109187,1472.35021714383,160.69919357629,350.523222836227,457.562876320123,615.746265774719,523.079053578077,417.535148488393,645.869977379185
399.127945911776,1522.84658680686,166.095764272893,335.542690362697,458.47012674476,595.904233092068,523.350972792927,421.758022568996,660.05753285601
413.829978579649,1441.01897755489,175.505841892064,322.026912613939,462.501218016154,596.643517510892,529.915278659563,437.547004034076,673.02374888929
423.163081975924,1461.01608865177,175.880489971465,321.098140696019,457.808767666098,589.801091148763,505.500402804102,412.923234129906,670.985256378403
435.266091239199,1516.96511860775,176.103284364478,303.85053948765,460.83789456469,607.544278445894,503.466423670787,415.952650292361,674.399398000836
428.956172899299,1609.83976646856,181.179879758445,289.208451364705,464.058284311058,613.99695912582,503.90762049711,420.461155258525,678.58236585825
424.698254191514,1587.85151668672,187.217419252689,290.958749015915,464.274536968632,610.778601493098,508.214463197313,414.188271272398,678.277853075911
418.49775387458,1538.56209911975,196.560136030386,281.981130097583,462.765893770357,597.012401622394,524.56190422284,417.53687909409,666.669478068955
400.633461417373,1466.85439216488,206.119827028892,278.391306434003,461.808784154486,602.285035445892,529.707389214553,423.474097558947,669.324903766551
403.415723349965,1399.96326311197,207.75487636394,285.960869214013,461.711762334684,581.404214550762,541.976955743187,420.499318180496,682.968824396055
404.14076614669,1384.35988501981,214.815673092685,288.705367190007,465.806983525301,590.024278181151,528.976217285376,433.50435438645,693.183018442037
402.89189904712,1402.74395665749,214.863097002875,284.349734414843,463.611455517455,587.585508025258,513.234517113604,428.19637696697,702.267705749524
423.993257829441,1395.37514366639,202.399142370283,256.649510727667,454.38213761102,572.972713284933,520.345953950587,420.222426497253,687.294664415959
440.612988846004,1472.25207393522,208.027590020931,250.527167027522,459.011518710694,565.296462223733,523.589956715649,426.668200734816,670.170293702535
433.353392683999,1442.46419058449,203.57211680942,239.173269076078,453.800656811552,572.056721616012,531.844851621699,413.794483342118,680.273654741531
440.066743836187,1432.64157826499,206.30454541306,249.933662703687,457.383028328165,563.671501147254,524.676575502607,423.644926813803,680.538844847768
449.338489732951,1425.44041029767,202.836063531129,253.718051178174,453.253342031563,560.755053735445,528.503045842876,408.702938068953,644.162636840818
440.711915553914,1365.66895934528,202.051479595508,236.844384688147,447.860483946911,569.655989403219,527.818895818729,407.463088631697,660.121170875149
450.156985445199,1346.61546759151,195.942646899051,217.547160845864,449.494204687531,598.351335596728,543.026823164409,421.764387310103,672.748753390327
460.707796086973,1413.51495087392,187.995633850822,212.126532449783,444.457696310961,580.571453876195,518.509321786516,409.521683087841,677.195793110686
47.6596867815924,21.1364851932252,17.5034932264727,28.9304269140083,32.6646979149279,18.8453949524024,25.3485028380527,27.5201084640941,21.9619285796918
